time_str,time,content,url,platform,original_tweet,impact_on_market,sentiment_score,market_impact_score,keywords,sector,reason,keywords_list,unique_companies,unique_tickers,ticker,company
"July 26, 2025 @ 8:07 PM ET",2025-07-26 20:07:00,wow concast nbc is down in viewership almost 28 this year their programming is terrible their management even worse they are an arm of the democrat party and should be held accountable for that likewise fake news abc maga,https://truthsocial.com/@realDonaldTrump/posts/114922279888085542,Truth Social,wow concast nbc is down in viewership almost 28 this year their programming is terrible their management even worse they are an arm of the democrat party and should be held accountable for that likewise fake news abc maga,Direct,-0.8,0.4,"['Comcast', 'Disney (ABC)', 'NBCUniversal', 'ABC', 'ratings/viewership']",['Communication Services'],"Mentions Comcast/NBC and ABC with strongly negative commentary about ratings and management, likely pressuring sentiment in media stocks.","['Comcast', 'Disney (ABC)', 'NBCUniversal', 'ABC', 'ratings/viewership']","Comcast Corporation, The Walt Disney Company","CMCSA, DIS",CMCSA,Comcast Corporation
"July 26, 2025 @ 8:07 PM ET",2025-07-26 20:07:00,wow concast nbc is down in viewership almost 28 this year their programming is terrible their management even worse they are an arm of the democrat party and should be held accountable for that likewise fake news abc maga,https://truthsocial.com/@realDonaldTrump/posts/114922279888085542,Truth Social,wow concast nbc is down in viewership almost 28 this year their programming is terrible their management even worse they are an arm of the democrat party and should be held accountable for that likewise fake news abc maga,Direct,-0.8,0.4,"['Comcast', 'Disney (ABC)', 'NBCUniversal', 'ABC', 'ratings/viewership']",['Communication Services'],"Mentions Comcast/NBC and ABC with strongly negative commentary about ratings and management, likely pressuring sentiment in media stocks.","['Comcast', 'Disney (ABC)', 'NBCUniversal', 'ABC', 'ratings/viewership']","Comcast Corporation, The Walt Disney Company","CMCSA, DIS",DIS,The Walt Disney Company
"July 24, 2025 @ 3:41 PM ET",2025-07-24 15:41:00,getting ready to head over to the fed to look at their now 3 1 billion dollar plus construction project also present will be fed chair jerome powell senator tim scott senator thom tillis omb director russ vought chairman of fannie mae and freddie mac bill pulte my appointees to the national capital planning commission james blair and will scharf and various other construction professionals,https://truthsocial.com/@realDonaldTrump/posts/114909909285967834,Truth Social,getting ready to head over to the fed to look at their now 3 1 billion dollar plus construction project also present will be fed chair jerome powell senator tim scott senator thom tillis omb director russ vought chairman of fannie mae and freddie mac bill pulte my appointees to the national capital planning commission james blair and will scharf and various other construction professionals,Direct,0.2,0.3,"['Fannie Mae', 'Freddie Mac', 'Federal Reserve', 'Jerome Powell', 'Bill Pulte']","['Financials', 'Industrials', 'Real Estate']","Mentions Fannie Mae, Freddie Mac, and the Fed Chair around a major construction visit, spotlighting housing finance and Fed-related activity with modest direct impact.","['Fannie Mae', 'Freddie Mac', 'Federal Reserve', 'Jerome Powell', 'Bill Pulte']","Federal National Mortgage Association, Federal Home Loan Mortgage Corporation","FNMA, FMCC",FNMA,Federal National Mortgage Association
"July 24, 2025 @ 3:41 PM ET",2025-07-24 15:41:00,getting ready to head over to the fed to look at their now 3 1 billion dollar plus construction project also present will be fed chair jerome powell senator tim scott senator thom tillis omb director russ vought chairman of fannie mae and freddie mac bill pulte my appointees to the national capital planning commission james blair and will scharf and various other construction professionals,https://truthsocial.com/@realDonaldTrump/posts/114909909285967834,Truth Social,getting ready to head over to the fed to look at their now 3 1 billion dollar plus construction project also present will be fed chair jerome powell senator tim scott senator thom tillis omb director russ vought chairman of fannie mae and freddie mac bill pulte my appointees to the national capital planning commission james blair and will scharf and various other construction professionals,Direct,0.2,0.3,"['Fannie Mae', 'Freddie Mac', 'Federal Reserve', 'Jerome Powell', 'Bill Pulte']","['Financials', 'Industrials', 'Real Estate']","Mentions Fannie Mae, Freddie Mac, and the Fed Chair around a major construction visit, spotlighting housing finance and Fed-related activity with modest direct impact.","['Fannie Mae', 'Freddie Mac', 'Federal Reserve', 'Jerome Powell', 'Bill Pulte']","Federal National Mortgage Association, Federal Home Loan Mortgage Corporation","FNMA, FMCC",FMCC,Federal Home Loan Mortgage Corporation
"July 24, 2025 @ 9:34 AM ET",2025-07-24 09:34:00,everyone is stating that will destroy elon companies by taking away some if not all of the large scale subsidies he receives from the s government this is not so want elon and all businesses within our country to thrive in fact thrive like never before the better they do the better the usa does and that good for all of us we are setting records every day and want to keep it that way,https://truthsocial.com/@realDonaldTrump/posts/114908467282299011,Truth Social,everyone is stating that will destroy elon companies by taking away some if not all of the large scale subsidies he receives from the s government this is not so want elon and all businesses within our country to thrive in fact thrive like never before the better they do the better the usa does and that good for all of us we are setting records every day and want to keep it that way,Direct,0.5,0.6,"['Tesla', 'Elon Musk', 'Subsidies', 'U.S. government', 'SpaceX']","['Consumer Discretionary', 'Industrials', 'Tesla']","Signals support for Elon Musk’s companies and continuation of subsidies, reducing perceived policy risk for Tesla and related firms.","['Tesla', 'Elon Musk', 'Subsidies', 'U.S. government', 'SpaceX']","Tesla, Inc.",TSLA,TSLA,"Tesla, Inc."
"July 23, 2025 @ 10:28 PM ET",2025-07-23 22:28:00,nvidia ceo jensen huang on winning the ai race america unique advantage that no country could possibly have is president trump,https://truthsocial.com/@realDonaldTrump/posts/114905849389326140,Truth Social,nvidia ceo jensen huang on winning the ai race america unique advantage that no country could possibly have is president trump,Direct,0.6,0.7,"['Nvidia', 'Jensen Huang', 'AI', 'Semiconductors', 'President Trump']","['Information Technology', 'Nvidia']","Mentions Nvidia's CEO linking AI leadership to Trump, likely affecting Nvidia shares and broader AI tech sentiment.","['Nvidia', 'Jensen Huang', 'AI', 'Semiconductors', 'President Trump']",NVIDIA Corporation,NVDA,NVDA,NVIDIA Corporation
"July 22, 2025 @ 3:21 PM ET",2025-07-22 15:21:00,it is my great honor to announce our trade agreement with the republic of indonesia as represented by their highly respected president prabowo subianto it is agreed that indonesia will be open market to american industrial and tech products and agricultural goods by eliminating 99 of their tariff barriers the united states of america will now sell american made products to indonesia at tariff rate of zero while indonesia will pay 19 on all of their products coming into the s the best market in the world in addition indonesia will supply the united states with their precious critical minerals as well as sign big deals worth tens of billions of dollars to purchase boeing aircraft american farm products and american energy this deal is huge win for our automakers tech companies workers farmers ranchers and manufacturers thank you for your attention to this matter make america great again,https://truthsocial.com/@realDonaldTrump/posts/114898507608732258,Truth Social,it is my great honor to announce our trade agreement with the republic of indonesia as represented by their highly respected president prabowo subianto it is agreed that indonesia will be open market to american industrial and tech products and agricultural goods by eliminating 99 of their tariff barriers the united states of america will now sell american made products to indonesia at tariff rate of zero while indonesia will pay 19 on all of their products coming into the s the best market in the world in addition indonesia will supply the united states with their precious critical minerals as well as sign big deals worth tens of billions of dollars to purchase boeing aircraft american farm products and american energy this deal is huge win for our automakers tech companies workers farmers ranchers and manufacturers thank you for your attention to this matter make america great again,Direct,0.8,0.8,"['Boeing', 'Tariffs', 'Critical minerals', 'Energy', 'Agriculture']","['Industrials', 'Information Technology', 'Energy', 'Materials', 'Consumer Staples', 'Consumer Discretionary']","Announces tariff-free access for US exports, critical minerals supply, and large Boeing purchases, signaling positive impact across multiple sectors.","['Boeing', 'Tariffs', 'Critical minerals', 'Energy', 'Agriculture']",The Boeing Company,BA,BA,The Boeing Company
"July 22, 2025 @ 2:10 PM ET",2025-07-22 14:10:00,breaking news we have just achieved big and important win in our historic lawsuit against 60 minutes cbs and paramount just like abc and george slopadopoulos cbs and its corporate owners knew that they defrauded the american people and were desperate to settle paramount cbs 60 minutes have today paid 16 million dollars in settlement and we also anticipate receiving 20 million dollars more from the new owners in advertising psas or similar programming for total of over 36 million dollars this is another in long line of victories over the fake news media who we are holding to account for their widespread fraud and deceit the wall street journal the failing new york times the washington post msdnc cnn and all other mainstream media liars are on notice that the days of them being allowed to deceive the american people are over make america great again,https://truthsocial.com/@realDonaldTrump/posts/114898229237459086,Truth Social,breaking news we have just achieved big and important win in our historic lawsuit against 60 minutes cbs and paramount just like abc and george slopadopoulos cbs and its corporate owners knew that they defrauded the american people and were desperate to settle paramount cbs 60 minutes have today paid 16 million dollars in settlement and we also anticipate receiving 20 million dollars more from the new owners in advertising psas or similar programming for total of over 36 million dollars this is another in long line of victories over the fake news media who we are holding to account for their widespread fraud and deceit the wall street journal the failing new york times the washington post msdnc cnn and all other mainstream media liars are on notice that the days of them being allowed to deceive the american people are over make america great again,Direct,-0.8,0.4,"['Paramount Global', 'The Walt Disney Company', 'The New York Times', 'Warner Bros. Discovery', 'News Corp']",['Communication Services'],"Names multiple publicly traded media companies and alleges settlements and fraud, creating headline risk and potential short-term pressure in Communication Services stocks.","['Paramount Global', 'The Walt Disney Company', 'The New York Times', 'Warner Bros. Discovery', 'News Corp']","Paramount Global, The New York Times Company, Warner Bros. Discovery, Inc., News Corporation","PSKY, NYT, WBD, NWSA",PSKY,Paramount Global
"July 22, 2025 @ 2:10 PM ET",2025-07-22 14:10:00,breaking news we have just achieved big and important win in our historic lawsuit against 60 minutes cbs and paramount just like abc and george slopadopoulos cbs and its corporate owners knew that they defrauded the american people and were desperate to settle paramount cbs 60 minutes have today paid 16 million dollars in settlement and we also anticipate receiving 20 million dollars more from the new owners in advertising psas or similar programming for total of over 36 million dollars this is another in long line of victories over the fake news media who we are holding to account for their widespread fraud and deceit the wall street journal the failing new york times the washington post msdnc cnn and all other mainstream media liars are on notice that the days of them being allowed to deceive the american people are over make america great again,https://truthsocial.com/@realDonaldTrump/posts/114898229237459086,Truth Social,breaking news we have just achieved big and important win in our historic lawsuit against 60 minutes cbs and paramount just like abc and george slopadopoulos cbs and its corporate owners knew that they defrauded the american people and were desperate to settle paramount cbs 60 minutes have today paid 16 million dollars in settlement and we also anticipate receiving 20 million dollars more from the new owners in advertising psas or similar programming for total of over 36 million dollars this is another in long line of victories over the fake news media who we are holding to account for their widespread fraud and deceit the wall street journal the failing new york times the washington post msdnc cnn and all other mainstream media liars are on notice that the days of them being allowed to deceive the american people are over make america great again,Direct,-0.8,0.4,"['Paramount Global', 'The Walt Disney Company', 'The New York Times', 'Warner Bros. Discovery', 'News Corp']",['Communication Services'],"Names multiple publicly traded media companies and alleges settlements and fraud, creating headline risk and potential short-term pressure in Communication Services stocks.","['Paramount Global', 'The Walt Disney Company', 'The New York Times', 'Warner Bros. Discovery', 'News Corp']","Paramount Global, The New York Times Company, Warner Bros. Discovery, Inc., News Corporation","PSKY, NYT, WBD, NWSA",NYT,The New York Times Company
"July 22, 2025 @ 2:10 PM ET",2025-07-22 14:10:00,breaking news we have just achieved big and important win in our historic lawsuit against 60 minutes cbs and paramount just like abc and george slopadopoulos cbs and its corporate owners knew that they defrauded the american people and were desperate to settle paramount cbs 60 minutes have today paid 16 million dollars in settlement and we also anticipate receiving 20 million dollars more from the new owners in advertising psas or similar programming for total of over 36 million dollars this is another in long line of victories over the fake news media who we are holding to account for their widespread fraud and deceit the wall street journal the failing new york times the washington post msdnc cnn and all other mainstream media liars are on notice that the days of them being allowed to deceive the american people are over make america great again,https://truthsocial.com/@realDonaldTrump/posts/114898229237459086,Truth Social,breaking news we have just achieved big and important win in our historic lawsuit against 60 minutes cbs and paramount just like abc and george slopadopoulos cbs and its corporate owners knew that they defrauded the american people and were desperate to settle paramount cbs 60 minutes have today paid 16 million dollars in settlement and we also anticipate receiving 20 million dollars more from the new owners in advertising psas or similar programming for total of over 36 million dollars this is another in long line of victories over the fake news media who we are holding to account for their widespread fraud and deceit the wall street journal the failing new york times the washington post msdnc cnn and all other mainstream media liars are on notice that the days of them being allowed to deceive the american people are over make america great again,Direct,-0.8,0.4,"['Paramount Global', 'The Walt Disney Company', 'The New York Times', 'Warner Bros. Discovery', 'News Corp']",['Communication Services'],"Names multiple publicly traded media companies and alleges settlements and fraud, creating headline risk and potential short-term pressure in Communication Services stocks.","['Paramount Global', 'The Walt Disney Company', 'The New York Times', 'Warner Bros. Discovery', 'News Corp']","Paramount Global, The New York Times Company, Warner Bros. Discovery, Inc., News Corporation","PSKY, NYT, WBD, NWSA",WBD,"Warner Bros. Discovery, Inc."
"July 22, 2025 @ 2:10 PM ET",2025-07-22 14:10:00,breaking news we have just achieved big and important win in our historic lawsuit against 60 minutes cbs and paramount just like abc and george slopadopoulos cbs and its corporate owners knew that they defrauded the american people and were desperate to settle paramount cbs 60 minutes have today paid 16 million dollars in settlement and we also anticipate receiving 20 million dollars more from the new owners in advertising psas or similar programming for total of over 36 million dollars this is another in long line of victories over the fake news media who we are holding to account for their widespread fraud and deceit the wall street journal the failing new york times the washington post msdnc cnn and all other mainstream media liars are on notice that the days of them being allowed to deceive the american people are over make america great again,https://truthsocial.com/@realDonaldTrump/posts/114898229237459086,Truth Social,breaking news we have just achieved big and important win in our historic lawsuit against 60 minutes cbs and paramount just like abc and george slopadopoulos cbs and its corporate owners knew that they defrauded the american people and were desperate to settle paramount cbs 60 minutes have today paid 16 million dollars in settlement and we also anticipate receiving 20 million dollars more from the new owners in advertising psas or similar programming for total of over 36 million dollars this is another in long line of victories over the fake news media who we are holding to account for their widespread fraud and deceit the wall street journal the failing new york times the washington post msdnc cnn and all other mainstream media liars are on notice that the days of them being allowed to deceive the american people are over make america great again,Direct,-0.8,0.4,"['Paramount Global', 'The Walt Disney Company', 'The New York Times', 'Warner Bros. Discovery', 'News Corp']",['Communication Services'],"Names multiple publicly traded media companies and alleges settlements and fraud, creating headline risk and potential short-term pressure in Communication Services stocks.","['Paramount Global', 'The Walt Disney Company', 'The New York Times', 'Warner Bros. Discovery', 'News Corp']","Paramount Global, The New York Times Company, Warner Bros. Discovery, Inc., News Corporation","PSKY, NYT, WBD, NWSA",NWSA,News Corporation
"July 21, 2025 @ 8:01 PM ET",2025-07-21 20:01:00,iran foreign minister abbas araghchi on the iran nuclear sites damages are very severe they are destroyed of course they are just like said and we will do it again if necessary as interviewed by bret baier fake news cnn should immediately fire their phony reporter and apologize to me and the great pilots who obliterated iran nuclear sites cnn is major ratings loser as is msdnc,https://truthsocial.com/@realDonaldTrump/posts/114893947519507520,Truth Social,iran foreign minister abbas araghchi on the iran nuclear sites damages are very severe they are destroyed of course they are just like said and we will do it again if necessary as interviewed by bret baier fake news cnn should immediately fire their phony reporter and apologize to me and the great pilots who obliterated iran nuclear sites cnn is major ratings loser as is msdnc,Direct,-0.7,0.7,"['Oil prices', 'Iran', 'CNN (Warner Bros. Discovery)', 'MSNBC (Comcast)', 'Defense stocks']","['Energy', 'Communication Services', 'Industrials']","Directly targets CNN/MSNBC while signaling/celebrating strikes on Iran, raising geopolitical risk that can lift energy and defense stocks and move media names.","['Oil prices', 'Iran', 'CNN (Warner Bros. Discovery)', 'MSNBC (Comcast)', 'Defense stocks']","Warner Bros. Discovery, Inc., Comcast Corporation","WBD, CMCSA",WBD,"Warner Bros. Discovery, Inc."
"July 21, 2025 @ 8:01 PM ET",2025-07-21 20:01:00,iran foreign minister abbas araghchi on the iran nuclear sites damages are very severe they are destroyed of course they are just like said and we will do it again if necessary as interviewed by bret baier fake news cnn should immediately fire their phony reporter and apologize to me and the great pilots who obliterated iran nuclear sites cnn is major ratings loser as is msdnc,https://truthsocial.com/@realDonaldTrump/posts/114893947519507520,Truth Social,iran foreign minister abbas araghchi on the iran nuclear sites damages are very severe they are destroyed of course they are just like said and we will do it again if necessary as interviewed by bret baier fake news cnn should immediately fire their phony reporter and apologize to me and the great pilots who obliterated iran nuclear sites cnn is major ratings loser as is msdnc,Direct,-0.7,0.7,"['Oil prices', 'Iran', 'CNN (Warner Bros. Discovery)', 'MSNBC (Comcast)', 'Defense stocks']","['Energy', 'Communication Services', 'Industrials']","Directly targets CNN/MSNBC while signaling/celebrating strikes on Iran, raising geopolitical risk that can lift energy and defense stocks and move media names.","['Oil prices', 'Iran', 'CNN (Warner Bros. Discovery)', 'MSNBC (Comcast)', 'Defense stocks']","Warner Bros. Discovery, Inc., Comcast Corporation","WBD, CMCSA",CMCSA,Comcast Corporation
"July 20, 2025 @ 7:53 PM ET",2025-07-20 19:53:00,watch mark levin on foxnews now,https://truthsocial.com/@realDonaldTrump/posts/114888253428431066,Truth Social,watch mark levin on foxnews now,Direct,0.1,0.1,"['Fox News', 'Fox Corporation', 'Mark Levin']",['Communication Services'],"Mentions Fox News directly but contains no economic content, implying minimal direct impact limited to media stocks.","['Fox News', 'Fox Corporation', 'Mark Levin']",Fox Corporation,FOXA,FOXA,Fox Corporation
"July 20, 2025 @ 2:00 PM ET",2025-07-20 14:00:00,congratulations to william pulte chairman of fannie mae and freddie mac and director of the federal housing finance agency on the outstanding job he is doing keep moving forward william don let the radical left weaklings stop you,https://truthsocial.com/@realDonaldTrump/posts/114886865806490349,Truth Social,congratulations to william pulte chairman of fannie mae and freddie mac and director of the federal housing finance agency on the outstanding job he is doing keep moving forward william don let the radical left weaklings stop you,Direct,0.3,0.7,"['Fannie Mae', 'Freddie Mac', 'FHFA', 'William Pulte', 'Housing finance']","['Financials', 'Real Estate']","Directly praises leadership tied to Fannie Mae, Freddie Mac, and FHFA, likely influencing GSE-related stocks and housing finance sentiment.","['Fannie Mae', 'Freddie Mac', 'FHFA', 'William Pulte', 'Housing finance']","Federal National Mortgage Association, Federal Home Loan Mortgage Corporation","FNMA, FMCC",FNMA,Federal National Mortgage Association
"July 20, 2025 @ 2:00 PM ET",2025-07-20 14:00:00,congratulations to william pulte chairman of fannie mae and freddie mac and director of the federal housing finance agency on the outstanding job he is doing keep moving forward william don let the radical left weaklings stop you,https://truthsocial.com/@realDonaldTrump/posts/114886865806490349,Truth Social,congratulations to william pulte chairman of fannie mae and freddie mac and director of the federal housing finance agency on the outstanding job he is doing keep moving forward william don let the radical left weaklings stop you,Direct,0.3,0.7,"['Fannie Mae', 'Freddie Mac', 'FHFA', 'William Pulte', 'Housing finance']","['Financials', 'Real Estate']","Directly praises leadership tied to Fannie Mae, Freddie Mac, and FHFA, likely influencing GSE-related stocks and housing finance sentiment.","['Fannie Mae', 'Freddie Mac', 'FHFA', 'William Pulte', 'Housing finance']","Federal National Mortgage Association, Federal Home Loan Mortgage Corporation","FNMA, FMCC",FMCC,Federal Home Loan Mortgage Corporation
"July 19, 2025 @ 7:15 PM ET",2025-07-19 19:15:00,great job by young and talented harrison fields on foxnews the panel was fantastic on prosecuting obama and the thugs who have just been unequivocally exposed on highest level election fraud congratulations to tulsi gabbard keep it coming,https://truthsocial.com/@realDonaldTrump/posts/114882442101879216,Truth Social,great job by young and talented harrison fields on foxnews the panel was fantastic on prosecuting obama and the thugs who have just been unequivocally exposed on highest level election fraud congratulations to tulsi gabbard keep it coming,Direct,0.1,0.2,"['Fox News', 'Fox Corporation', 'Election Fraud']",['Communication Services'],"Positive mention of Fox News could sway sentiment toward Fox Corporation, though broader market impact is limited.","['Fox News', 'Fox Corporation', 'Election Fraud']",Fox Corporation,FOXA,FOXA,Fox Corporation
"July 18, 2025 @ 6:51 PM ET",2025-07-18 18:51:00,breaking news we have just filed powerhouse lawsuit against everyone involved in publishing the false malicious defamatory fake news article in the useless rag that is the wall street journal this historic legal action is being brought against the so called authors of this defamation the now fully disgraced wsj as well as its corporate owners and affiliates with rupert murdoch and robert thomson whatever his role is at the top of the list we have proudly held to account abc and george slopadopoulos cbs and 60 minutes the fake pulitzer prizes and many others who deal in and push disgusting lies and even fraud to the american people this lawsuit is filed not only on behalf of your favorite president me but also in order to continue standing up for all americans who will no longer tolerate the abusive wrongdoings of the fake news media hope rupert and his friends are looking forward to the many hours of depositions and testimonies they will have to provide in this case thank you for your attention to this matter we will make america great again,https://truthsocial.com/@realDonaldTrump/posts/114876683513144253,Truth Social,breaking news we have just filed powerhouse lawsuit against everyone involved in publishing the false malicious defamatory fake news article in the useless rag that is the wall street journal this historic legal action is being brought against the so called authors of this defamation the now fully disgraced wsj as well as its corporate owners and affiliates with rupert murdoch and robert thomson whatever his role is at the top of the list we have proudly held to account abc and george slopadopoulos cbs and 60 minutes the fake pulitzer prizes and many others who deal in and push disgusting lies and even fraud to the american people this lawsuit is filed not only on behalf of your favorite president me but also in order to continue standing up for all americans who will no longer tolerate the abusive wrongdoings of the fake news media hope rupert and his friends are looking forward to the many hours of depositions and testimonies they will have to provide in this case thank you for your attention to this matter we will make america great again,Direct,-0.9,0.4,"['News Corp', 'Disney (ABC)', 'Paramount Global (CBS)', 'Rupert Murdoch', 'Wall Street Journal']",['Communication Services'],"Directly targets major media companies and executives with a lawsuit, raising headline and legal risk for Communication Services stocks.","['News Corp', 'Disney (ABC)', 'Paramount Global (CBS)', 'Rupert Murdoch', 'Wall Street Journal']","News Corporation, The Walt Disney Company","NWSA, DIS",NWSA,News Corporation
"July 18, 2025 @ 6:51 PM ET",2025-07-18 18:51:00,breaking news we have just filed powerhouse lawsuit against everyone involved in publishing the false malicious defamatory fake news article in the useless rag that is the wall street journal this historic legal action is being brought against the so called authors of this defamation the now fully disgraced wsj as well as its corporate owners and affiliates with rupert murdoch and robert thomson whatever his role is at the top of the list we have proudly held to account abc and george slopadopoulos cbs and 60 minutes the fake pulitzer prizes and many others who deal in and push disgusting lies and even fraud to the american people this lawsuit is filed not only on behalf of your favorite president me but also in order to continue standing up for all americans who will no longer tolerate the abusive wrongdoings of the fake news media hope rupert and his friends are looking forward to the many hours of depositions and testimonies they will have to provide in this case thank you for your attention to this matter we will make america great again,https://truthsocial.com/@realDonaldTrump/posts/114876683513144253,Truth Social,breaking news we have just filed powerhouse lawsuit against everyone involved in publishing the false malicious defamatory fake news article in the useless rag that is the wall street journal this historic legal action is being brought against the so called authors of this defamation the now fully disgraced wsj as well as its corporate owners and affiliates with rupert murdoch and robert thomson whatever his role is at the top of the list we have proudly held to account abc and george slopadopoulos cbs and 60 minutes the fake pulitzer prizes and many others who deal in and push disgusting lies and even fraud to the american people this lawsuit is filed not only on behalf of your favorite president me but also in order to continue standing up for all americans who will no longer tolerate the abusive wrongdoings of the fake news media hope rupert and his friends are looking forward to the many hours of depositions and testimonies they will have to provide in this case thank you for your attention to this matter we will make america great again,Direct,-0.9,0.4,"['News Corp', 'Disney (ABC)', 'Paramount Global (CBS)', 'Rupert Murdoch', 'Wall Street Journal']",['Communication Services'],"Directly targets major media companies and executives with a lawsuit, raising headline and legal risk for Communication Services stocks.","['News Corp', 'Disney (ABC)', 'Paramount Global (CBS)', 'Rupert Murdoch', 'Wall Street Journal']","News Corporation, The Walt Disney Company","NWSA, DIS",DIS,The Walt Disney Company
"July 18, 2025 @ 12:14 PM ET",2025-07-18 12:14:00,everybody should watch sean hannity tonight he really gets it 9pm et fox news,https://truthsocial.com/@realDonaldTrump/posts/114875121407553446,Truth Social,everybody should watch sean hannity tonight he really gets it 9pm et fox news,Direct,0.4,0.1,"['Fox News', 'Sean Hannity', 'Fox Corporation']",['Communication Services'],"Promotes a Fox News program and host, which could modestly affect sentiment toward Fox Corporation.","['Fox News', 'Sean Hannity', 'Fox Corporation']",Fox Corporation,FOXA,FOXA,Fox Corporation
"July 18, 2025 @ 9:17 AM ET",2025-07-18 09:17:00,i look forward to getting rupert murdoch to testify in my lawsuit against him and his pile of garbage newspaper the wsj that will be an interesting experience,https://truthsocial.com/@realDonaldTrump/posts/114874426878030436,Truth Social,i look forward to getting rupert murdoch to testify in my lawsuit against him and his pile of garbage newspaper the wsj that will be an interesting experience,Direct,-0.8,0.4,"['Rupert Murdoch', 'News Corp', 'Wall Street Journal', 'Lawsuit', 'Fox Corporation']",['Communication Services'],"Directly references Rupert Murdoch and the WSJ in a legal context, which could affect investor sentiment toward News Corp-related media stocks.","['Rupert Murdoch', 'News Corp', 'Wall Street Journal', 'Lawsuit', 'Fox Corporation']","News Corporation, Fox Corporation","NWSA, FOXA",NWSA,News Corporation
"July 18, 2025 @ 9:17 AM ET",2025-07-18 09:17:00,i look forward to getting rupert murdoch to testify in my lawsuit against him and his pile of garbage newspaper the wsj that will be an interesting experience,https://truthsocial.com/@realDonaldTrump/posts/114874426878030436,Truth Social,i look forward to getting rupert murdoch to testify in my lawsuit against him and his pile of garbage newspaper the wsj that will be an interesting experience,Direct,-0.8,0.4,"['Rupert Murdoch', 'News Corp', 'Wall Street Journal', 'Lawsuit', 'Fox Corporation']",['Communication Services'],"Directly references Rupert Murdoch and the WSJ in a legal context, which could affect investor sentiment toward News Corp-related media stocks.","['Rupert Murdoch', 'News Corp', 'Wall Street Journal', 'Lawsuit', 'Fox Corporation']","News Corporation, Fox Corporation","NWSA, FOXA",FOXA,Fox Corporation
"July 18, 2025 @ 9:16 AM ET",2025-07-18 09:16:00,i absolutely love that colbert got fired his talent was even less than his ratings hear jimmy kimmel is next has even less talent than colbert greg gutfeld is better than all of them combined including the moron on nbc who ruined the once great tonight show,https://truthsocial.com/@realDonaldTrump/posts/114874422468516376,Truth Social,i absolutely love that colbert got fired his talent was even less than his ratings hear jimmy kimmel is next has even less talent than colbert greg gutfeld is better than all of them combined including the moron on nbc who ruined the once great tonight show,Direct,-0.8,0.2,"['NBC (Comcast)', 'Fox News (Fox Corp)', 'ABC (Disney)', 'CBS (Paramount Global)']",['Communication Services'],"Directly disparages NBC and late-night shows, potentially nudging sentiment around major media networks but with limited market impact.","['NBC (Comcast)', 'Fox News (Fox Corp)', 'ABC (Disney)', 'CBS (Paramount Global)']","Comcast Corporation, Paramount Global","CMCSA, PSKY",CMCSA,Comcast Corporation
"July 18, 2025 @ 9:16 AM ET",2025-07-18 09:16:00,i absolutely love that colbert got fired his talent was even less than his ratings hear jimmy kimmel is next has even less talent than colbert greg gutfeld is better than all of them combined including the moron on nbc who ruined the once great tonight show,https://truthsocial.com/@realDonaldTrump/posts/114874422468516376,Truth Social,i absolutely love that colbert got fired his talent was even less than his ratings hear jimmy kimmel is next has even less talent than colbert greg gutfeld is better than all of them combined including the moron on nbc who ruined the once great tonight show,Direct,-0.8,0.2,"['NBC (Comcast)', 'Fox News (Fox Corp)', 'ABC (Disney)', 'CBS (Paramount Global)']",['Communication Services'],"Directly disparages NBC and late-night shows, potentially nudging sentiment around major media networks but with limited market impact.","['NBC (Comcast)', 'Fox News (Fox Corp)', 'ABC (Disney)', 'CBS (Paramount Global)']","Comcast Corporation, Paramount Global","CMCSA, PSKY",PSKY,Paramount Global
"July 17, 2025 @ 9:57 PM ET",2025-07-17 21:57:00,the wall street journal printed fake letter supposedly to epstein these are not my words not the way talk also don draw pictures told rupert murdoch it was scam that he shouldn print this fake story but he did and now m going to sue his ass off and that of his third rate newspaper thank you for your attention to this matter djt,https://truthsocial.com/@realDonaldTrump/posts/114871752316281496,Truth Social,the wall street journal printed fake letter supposedly to epstein these are not my words not the way talk also don draw pictures told rupert murdoch it was scam that he shouldn print this fake story but he did and now m going to sue his ass off and that of his third rate newspaper thank you for your attention to this matter djt,Direct,-0.8,0.3,"['Wall Street Journal', 'Rupert Murdoch', 'News Corp', 'lawsuit', 'media']",['Communication Services'],Direct criticism and lawsuit threat toward WSJ and Rupert Murdoch could weigh on News Corp-related sentiment in media.,"['Wall Street Journal', 'Rupert Murdoch', 'News Corp', 'lawsuit', 'media']",News Corporation,NWSA,NWSA,News Corporation
